CancelID,RideID,PassengerUserID,DriverUserID,CanceledBy,CancelReason,CancelTime,CancellationFee_BDT
799,6096,447,1124,Passenger,Vehicle issue,2023-11-25T23:05:21,0
800,6098,771,1211,Driver,No show,2023-03-12T06:33:24,0
801,6109,486,470,Driver,Vehicle issue,2023-02-03T22:52:00,0
802,6115,650,173,Passenger,Driver too far,2023-08-30T03:07:42,0
803,6120,189,507,Accident,Accident,2023-02-28T03:29:07,0
804,6143,969,1106,Passenger,Changed mind,2023-08-08T17:00:36,0
805,6188,224,845,Driver,No show,2023-02-23T02:21:41,6.45
806,6197,611,1105,Driver,Vehicle issue,2023-06-04T19:14:11,0
807,6204,32,731,Driver,Vehicle issue,2023-03-16T19:22:23,3.45
808,6208,849,72,Driver,Vehicle issue,2023-07-26T07:48:33,0
809,6211,5,1105,Driver,Driver too far,2023-09-13T17:38:38,0
810,6215,138,59,Driver,Vehicle issue,2023-04-09T22:10:59,0
811,6220,638,908,Driver,No show,2023-12-20T13:28:20,0
812,6235,102,558,Driver,No show,2023-02-28T08:51:23,24.41
813,6238,769,731,Driver,No show,2023-05-19T20:26:54,0
814,6257,338,1106,Driver,No show,2023-08-18T13:55:13,0
815,6259,967,1359,Driver,No show,2023-10-15T11:37:04,0
816,6272,1413,558,Driver,Vehicle issue,2023-06-06T02:37:15,0
817,6277,797,1303,Passenger,Vehicle issue,2023-02-03T03:27:20,0
818,6292,787,1293,Accident,Accident,2023-10-08T04:57:09,4.89
819,6293,8,908,Driver,Vehicle issue,2023-09-10T08:13:51,0
820,6319,1380,1079,Driver,Vehicle issue,2023-09-29T03:04:50,0
821,6342,299,631,Driver,Vehicle issue,2023-07-26T16:53:15,42.94
822,6355,691,72,Accident,Accident,2023-11-29T03:30:29,0
823,6360,31,1211,Driver,Driver too far,2023-11-13T22:14:20,0
824,6381,1361,845,Driver,Vehicle issue,2023-04-23T14:31:02,6.38
825,6386,274,1311,Driver,No show,2023-09-30T19:11:56,0
826,6407,1121,259,Driver,Driver too far,2023-02-16T22:27:15,0
827,6412,442,1079,Driver,Driver too far,2023-03-10T22:32:13,0
828,6418,16,976,Passenger,Driver too far,2023-08-21T14:43:49,6.73
829,6423,1201,912,Driver,Vehicle issue,2023-09-11T18:35:05,0
830,6437,804,507,Passenger,Driver too far,2023-07-02T21:46:25,0
831,6448,916,319,Driver,Vehicle issue,2023-04-02T22:48:06,0
832,6450,302,905,Driver,Changed mind,2023-08-02T13:17:40,0
833,6459,815,277,Driver,Driver too far,2023-03-18T12:21:34,0
834,6464,943,259,Driver,Driver too far,2023-05-28T11:45:47,0
835,6469,311,976,Passenger,No show,2023-11-28T07:55:45,9.62
836,6470,1147,1211,Driver,Vehicle issue,2023-01-22T16:51:15,5.47
837,6476,782,912,Passenger,Changed mind,2023-03-29T22:24:30,0
838,6485,1158,987,Accident,Accident,2023-02-28T13:25:48,0
839,6497,1282,957,Passenger,Driver too far,2023-11-18T10:03:54,3.83
840,6500,892,1310,Driver,Changed mind,2023-08-18T14:09:52,0
841,6512,1260,912,Passenger,No show,2023-09-06T00:43:45,0
842,6518,924,622,Driver,Driver too far,2023-06-26T21:54:37,2.93
843,6520,654,173,Driver,Vehicle issue,2023-11-06T21:42:37,19.35
844,6526,1076,908,Passenger,No show,2023-09-08T02:10:55,0
845,6527,485,1079,Passenger,No show,2023-07-28T21:12:21,0
846,6530,282,1310,Driver,Changed mind,2023-02-04T16:28:56,0
847,6541,720,1094,Passenger,Vehicle issue,2023-11-20T05:41:33,8.07
848,6542,326,891,Driver,Changed mind,2023-12-25T03:10:16,6.92
849,6545,1413,582,Passenger,Driver too far,2023-01-26T23:39:46,0
850,6556,1178,1284,Passenger,Driver too far,2023-11-24T05:41:27,3.34
851,6559,478,731,Driver,No show,2023-07-07T10:41:10,0
852,6583,1420,470,Driver,No show,2023-06-07T10:48:44,0
853,6592,758,1108,Accident,Accident,2023-02-27T03:10:25,0
854,6595,1153,667,Passenger,No show,2023-04-16T12:17:34,0
855,6598,723,259,Passenger,Changed mind,2023-07-10T08:39:08,0
856,6602,360,1211,Driver,Driver too far,2023-03-22T16:48:01,0
857,6603,663,1073,Passenger,Vehicle issue,2023-05-13T06:21:39,7.51
858,6613,1386,1094,Passenger,Driver too far,2023-10-13T08:43:04,0
859,6622,611,1359,Passenger,No show,2023-01-21T16:44:45,0
860,6623,497,1310,Driver,No show,2023-07-23T14:41:24,0
861,6628,955,533,Passenger,Changed mind,2023-02-20T10:37:40,0
862,6632,195,634,Driver,No show,2023-03-29T05:12:25,7.28
863,6633,536,1,Driver,Vehicle issue,2023-04-10T00:59:04,6.24
864,6642,1494,1073,Accident,Accident,2023-01-02T09:57:14,0
865,6654,994,1105,Driver,No show,2023-04-14T07:47:40,0
866,6659,1095,1359,Passenger,Changed mind,2023-04-04T02:08:21,0
867,6662,1257,987,Accident,Accident,2023-01-07T11:13:31,0
868,6669,1058,987,Driver,Vehicle issue,2023-08-01T11:57:32,0
869,6670,786,277,Driver,Vehicle issue,2023-12-10T02:58:17,0
870,6674,1438,582,Driver,Vehicle issue,2023-08-29T19:09:43,0
871,6699,392,1429,Accident,Accident,2023-09-27T11:05:15,10.58
872,6708,581,1284,Passenger,Changed mind,2023-11-17T09:04:36,0
873,6710,431,558,Passenger,Vehicle issue,2023-11-01T00:31:37,0
874,6714,594,1079,Passenger,Vehicle issue,2023-08-05T10:09:59,0
875,6722,281,350,Driver,Vehicle issue,2023-07-24T04:09:21,3.28
876,6724,540,184,Passenger,No show,2023-11-19T23:39:21,3.42
877,6725,1385,957,Passenger,No show,2023-03-04T02:58:20,0
878,6727,352,1311,Passenger,Vehicle issue,2023-11-10T19:25:15,0
879,6736,191,466,Driver,Driver too far,2023-02-04T15:26:29,25.98
880,6738,380,363,Passenger,No show,2023-08-03T17:53:05,0
881,6750,689,631,Accident,Accident,2023-04-05T00:44:33,0
882,6762,655,173,Driver,Changed mind,2023-03-01T19:26:59,0
883,6768,660,22,Passenger,No show,2023-12-22T10:20:01,0
884,6775,193,1073,Driver,No show,2023-02-23T09:42:33,0
885,6782,378,507,Passenger,Changed mind,2023-06-24T19:53:30,0
886,6785,956,173,Driver,No show,2023-10-27T22:30:59,0
887,6807,316,466,Driver,Driver too far,2023-04-21T11:31:45,0
888,6817,564,1073,Driver,Changed mind,2023-08-16T19:54:21,0
889,6819,1335,634,Driver,Vehicle issue,2023-03-16T14:44:40,2.92
890,6820,351,1124,Driver,Changed mind,2023-03-12T11:45:50,6.96
891,6830,242,1106,Accident,Accident,2023-07-25T20:38:01,0
892,6835,274,1106,Driver,Changed mind,2023-12-02T13:31:47,6.23
893,6839,928,363,Driver,Vehicle issue,2023-11-30T13:00:20,0
894,6843,1413,936,Driver,Driver too far,2023-01-15T02:30:56,0
895,6844,1177,712,Driver,Vehicle issue,2023-10-31T03:29:08,3.89
896,6845,935,1108,Passenger,No show,2023-04-20T17:12:19,0
897,6864,1201,957,Driver,Changed mind,2023-10-08T15:56:49,0
898,6875,1357,712,Driver,Vehicle issue,2023-05-04T14:38:11,0
899,6882,332,184,Driver,Vehicle issue,2023-06-28T09:22:21,0
900,6895,1291,1293,Driver,No show,2023-01-17T08:57:05,3.43
901,6900,1368,1108,Driver,Changed mind,2023-07-13T15:46:46,0
902,6925,145,363,Driver,Vehicle issue,2023-06-16T05:36:24,0
903,6929,410,22,Driver,Vehicle issue,2023-06-20T03:29:53,0
904,6939,298,891,Passenger,Driver too far,2023-01-26T22:40:17,7.5
905,6940,681,1303,Passenger,Driver too far,2023-08-01T15:40:14,0
906,6941,240,631,Driver,No show,2023-02-01T11:59:46,0
907,6946,1176,905,Passenger,Vehicle issue,2023-01-30T13:53:50,5.8
908,6954,733,1211,Driver,Driver too far,2023-12-24T21:42:44,0
909,6971,903,845,Driver,Changed mind,2023-05-06T15:07:25,0
910,6977,940,845,Driver,Changed mind,2023-09-18T06:17:03,0
911,6995,1147,891,Driver,Vehicle issue,2023-09-24T08:10:51,0
912,7011,708,1094,Passenger,Driver too far,2023-11-16T18:40:23,0
913,7015,543,582,Driver,Changed mind,2023-10-09T20:29:51,0
914,7021,1409,350,Driver,No show,2023-08-30T05:02:35,2.94
915,7024,223,1156,Driver,Vehicle issue,2023-07-10T20:44:33,0
916,7035,902,59,Passenger,Vehicle issue,2023-07-21T14:17:35,0
917,7040,1116,184,Driver,Driver too far,2023-10-11T06:13:13,0
918,7049,499,799,Driver,Vehicle issue,2023-11-24T05:23:40,0
919,7052,1177,936,Driver,Changed mind,2023-12-08T14:26:14,0
920,7058,1225,558,Passenger,Driver too far,2023-02-03T21:21:09,2.93
921,7080,423,533,Passenger,No show,2023-03-28T08:41:06,7.97
922,7082,1194,712,Passenger,Driver too far,2023-04-25T14:31:21,0
923,7089,1480,1284,Passenger,Driver too far,2023-05-28T06:41:15,0
924,7095,633,845,Passenger,No show,2023-10-20T23:19:39,0
925,7126,1435,987,Driver,No show,2023-12-02T22:43:12,0
926,7128,983,558,Passenger,Changed mind,2023-04-16T06:42:05,0
927,7142,568,845,Driver,Vehicle issue,2023-01-22T00:09:24,0
928,7143,1058,1293,Passenger,Driver too far,2023-09-03T01:32:30,0
929,7146,38,908,Accident,Accident,2023-12-28T05:04:54,0
930,7156,716,912,Driver,No show,2023-01-26T13:58:40,32.14
931,7164,1474,908,Driver,Changed mind,2023-01-04T15:54:41,0
932,7166,1163,957,Passenger,No show,2023-02-07T02:08:28,0
933,7174,1122,533,Driver,Driver too far,2023-06-09T02:38:33,0
934,7181,154,22,Driver,No show,2023-10-13T11:09:12,0
935,7187,518,731,Accident,Accident,2023-06-23T11:19:56,0
936,7212,239,1106,Driver,Vehicle issue,2023-02-16T02:59:45,0
937,7214,328,22,Driver,No show,2023-04-14T10:20:34,0
938,7219,543,1284,Driver,Vehicle issue,2023-05-07T19:37:36,0
939,7228,321,976,Driver,Vehicle issue,2023-10-03T21:54:15,0
940,7243,1169,72,Passenger,Changed mind,2023-11-19T09:36:13,0
941,7245,361,319,Passenger,Vehicle issue,2023-11-25T11:02:37,0
942,7265,711,1303,Driver,Driver too far,2023-12-08T20:04:58,0
943,7278,818,799,Driver,Driver too far,2023-06-08T08:15:43,3.8
944,7297,168,1108,Driver,Vehicle issue,2023-08-15T08:39:51,10.09
945,7317,66,1211,Passenger,Driver too far,2023-05-29T05:46:59,0
946,7352,1426,22,Driver,Vehicle issue,2023-06-08T20:16:08,0
947,7353,414,259,Driver,Vehicle issue,2023-06-19T07:08:43,0
948,7363,402,1429,Driver,Driver too far,2023-02-15T16:01:14,0
949,7367,963,631,Driver,Vehicle issue,2023-11-03T16:04:15,0
950,7374,1134,269,Accident,Accident,2023-10-25T03:29:17,0
951,7377,1413,363,Driver,Changed mind,2023-06-18T13:08:38,0
952,7388,605,1284,Driver,Vehicle issue,2023-08-28T19:42:28,0
953,7404,237,976,Accident,Accident,2023-09-23T01:05:45,0
954,7411,405,891,Passenger,Driver too far,2023-09-13T04:51:32,0
955,7413,114,936,Passenger,Vehicle issue,2023-06-03T15:15:47,6.16
956,7418,776,319,Driver,Changed mind,2023-03-01T21:21:21,0
957,7421,1418,845,Driver,No show,2023-02-05T07:47:20,0
958,7425,482,1079,Passenger,No show,2023-12-15T01:30:49,0
959,7432,1397,1079,Passenger,Vehicle issue,2023-01-22T23:48:38,0
960,7433,138,1156,Driver,Vehicle issue,2023-02-10T22:47:29,0
961,7445,325,363,Driver,Vehicle issue,2023-07-13T01:19:40,0
962,7447,566,1342,Passenger,Driver too far,2023-02-01T15:13:40,0
963,7453,899,466,Passenger,No show,2023-05-28T15:12:09,44.76
964,7454,741,750,Passenger,Changed mind,2023-08-10T20:16:34,0
965,7466,696,987,Driver,Changed mind,2023-01-07T17:51:42,0
966,7469,991,905,Driver,No show,2023-02-13T03:38:31,0
967,7484,1247,845,Driver,Changed mind,2023-09-17T03:06:24,0
968,7485,146,184,Driver,Driver too far,2023-02-16T01:07:27,2.9
969,7506,1465,470,Driver,Vehicle issue,2024-08-24T23:19:02,102.02
970,7509,1291,173,Driver,Driver too far,2024-11-14T01:13:24,0
971,7517,435,1342,Driver,Driver too far,2024-09-20T01:43:24,0
972,7524,1196,750,Driver,Driver too far,2024-11-02T00:29:30,0
973,7525,1007,976,Driver,Vehicle issue,2024-10-22T07:03:02,0
974,7543,326,466,Driver,Driver too far,2024-07-16T18:31:38,98.94
975,7558,105,1094,Passenger,Changed mind,2024-03-03T11:10:59,0
976,7572,571,631,Passenger,Changed mind,2024-09-12T16:05:09,6.2
977,7577,1120,1224,Passenger,No show,2024-01-08T02:30:22,0
978,7587,832,976,Passenger,Driver too far,2024-03-13T08:59:14,0
979,7588,483,1211,Driver,Driver too far,2024-11-02T20:39:49,2.95
980,7590,6,750,Accident,Accident,2024-06-07T18:18:25,0
981,7596,673,667,Driver,No show,2024-05-27T23:08:22,0
982,7599,888,1073,Passenger,No show,2024-08-26T21:39:00,9.08
983,7624,440,1224,Driver,Vehicle issue,2024-12-13T09:45:16,0
984,7643,571,269,Driver,Driver too far,2024-08-01T14:18:41,0
985,7656,1367,891,Passenger,Changed mind,2024-11-17T18:35:07,0
986,7660,167,173,Driver,Changed mind,2024-10-21T14:53:53,3.4
987,7670,918,1211,Driver,Driver too far,2024-08-25T22:04:13,0
988,7686,753,363,Driver,Vehicle issue,2024-09-26T14:22:09,0
989,7707,1023,750,Passenger,No show,2024-08-09T22:37:36,0
990,7735,69,712,Driver,Vehicle issue,2024-12-25T02:15:27,11.85
991,7744,98,957,Passenger,No show,2024-05-08T08:29:35,0
992,7781,1415,1429,Driver,Driver too far,2024-10-18T06:50:46,0
993,7795,294,470,Driver,Vehicle issue,2024-01-03T01:32:20,6.14
994,7807,1168,507,Passenger,Vehicle issue,2024-03-10T19:14:11,0
995,7823,934,976,Driver,Driver too far,2024-11-29T23:50:09,0
996,7827,703,1124,Passenger,Driver too far,2024-03-24T08:46:35,0
997,7830,1019,976,Driver,Vehicle issue,2024-12-30T10:08:16,0
998,7838,932,1359,Accident,Accident,2024-09-12T12:28:07,0
999,7844,1483,507,Driver,Changed mind,2024-05-12T15:24:49,0
1000,7853,1158,466,Driver,Vehicle issue,2024-07-27T19:42:20,0
1001,7886,758,1303,Driver,Changed mind,2024-01-31T03:40:14,0
1002,7895,732,1124,Driver,Changed mind,2024-11-09T04:42:12,0
1003,7900,812,976,Passenger,Vehicle issue,2024-02-02T07:11:26,0
1004,7926,659,936,Driver,Vehicle issue,2024-03-12T02:02:25,0
1005,7927,849,750,Passenger,Vehicle issue,2024-01-02T21:50:16,14.04
1006,7944,383,1303,Driver,Changed mind,2024-05-31T06:43:53,6.11
1007,7945,895,750,Driver,No show,2024-08-17T14:13:24,0
1008,7947,841,1342,Driver,Vehicle issue,2024-02-05T11:58:23,0
1009,7951,64,1073,Passenger,Changed mind,2024-09-26T01:55:34,0
1010,7962,1161,936,Passenger,Vehicle issue,2024-04-10T13:43:22,0
1011,7972,1020,1429,Driver,No show,2024-10-11T05:10:14,15.7
1012,7974,409,184,Passenger,Vehicle issue,2024-03-28T19:59:10,0
1013,7976,1418,1284,Driver,Changed mind,2024-06-04T01:28:30,0
1014,7977,713,507,Passenger,Vehicle issue,2024-01-15T01:41:33,11.21
1015,7990,300,1429,Passenger,Changed mind,2024-11-30T19:12:53,0
1016,8002,355,363,Passenger,Driver too far,2024-01-28T03:12:09,0
1017,8003,1339,1211,Driver,Driver too far,2024-12-05T07:08:48,5.46
1018,8017,839,750,Passenger,Changed mind,2024-03-15T15:34:13,0
1019,8020,963,1,Passenger,Changed mind,2024-03-10T11:53:03,0
1020,8026,376,1284,Accident,Accident,2024-06-07T08:45:44,0
1021,8035,1321,1342,Driver,Driver too far,2024-06-14T13:12:28,0
1022,8062,900,558,Passenger,Changed mind,2024-11-05T20:21:25,0
1023,8073,1207,1073,Driver,Driver too far,2024-03-20T09:48:06,12.38
1024,8077,281,466,Driver,Changed mind,2024-03-16T10:12:30,0
1025,8087,282,631,Driver,Changed mind,2024-05-07T16:03:49,0
1026,8113,452,845,Passenger,Changed mind,2024-09-07T14:36:47,5.83
1027,8147,1014,184,Driver,Changed mind,2024-12-17T05:54:41,0
1028,8154,1234,1429,Driver,Driver too far,2024-09-15T03:33:39,0
1029,8158,475,1211,Driver,Changed mind,2024-10-31T11:29:14,0
1030,8160,205,957,Passenger,Changed mind,2024-08-08T00:54:00,9.94
1031,8161,107,845,Driver,Driver too far,2024-12-26T16:59:11,15.42
1032,8168,1405,1,Driver,Changed mind,2024-06-29T17:38:54,0
1033,8170,1486,184,Driver,No show,2024-12-13T07:23:52,0
1034,8179,106,1073,Passenger,Driver too far,2024-11-06T00:26:27,0
1035,8189,1368,259,Driver,Driver too far,2024-07-27T15:30:35,0
1036,8193,935,1224,Driver,Changed mind,2024-04-06T19:23:33,0
1037,8195,1264,1359,Passenger,Driver too far,2024-06-24T11:52:47,0
1038,8205,949,363,Driver,Vehicle issue,2024-07-27T20:06:01,0
1039,8209,585,1,Driver,No show,2024-11-14T08:05:16,0
1040,8215,664,173,Driver,Driver too far,2024-04-16T16:02:50,0
1041,8217,879,905,Driver,Driver too far,2024-01-24T11:52:37,0
1042,8228,514,631,Passenger,Changed mind,2024-04-06T09:09:00,32.44
1043,8242,428,936,Driver,No show,2024-10-29T20:39:01,0
1044,8248,1365,1211,Driver,No show,2024-01-16T14:46:18,0
1045,8251,777,1303,Driver,No show,2024-08-27T11:58:57,0
1046,8253,477,1303,Driver,Vehicle issue,2024-06-22T13:00:06,19.78
1047,8267,340,1224,Passenger,Changed mind,2024-01-19T06:15:47,0
1048,8287,717,363,Passenger,No show,2024-07-26T10:51:25,0
1049,8294,462,1284,Passenger,Changed mind,2024-05-28T20:49:36,9.54
1050,8302,619,750,Driver,Changed mind,2024-07-12T20:56:12,2.98
1051,8305,10,891,Driver,No show,2024-04-14T20:18:35,0
1052,8308,883,269,Driver,Changed mind,2024-11-13T03:53:04,0
1053,8320,306,845,Passenger,Driver too far,2024-12-19T10:10:48,0
1054,8329,223,712,Driver,Driver too far,2024-04-11T12:58:25,0
1055,8337,1169,891,Accident,Accident,2024-11-19T21:25:31,0
1056,8344,1195,1284,Driver,Vehicle issue,2024-07-10T03:24:40,0
1057,8346,1041,72,Passenger,No show,2024-02-20T15:07:00,0
1058,8370,1371,466,Accident,Accident,2024-01-26T15:12:52,0
1059,8373,779,259,Passenger,Changed mind,2024-03-02T05:28:03,0
1060,8381,168,558,Driver,No show,2024-09-10T01:15:50,0
1061,8382,597,905,Passenger,No show,2024-07-15T07:46:29,0
1062,8386,1002,1429,Passenger,No show,2024-02-02T12:20:10,0
1063,8387,945,1211,Driver,Changed mind,2024-06-15T17:19:23,9.24
1064,8409,759,558,Driver,Changed mind,2024-04-02T09:08:51,0
1065,8430,476,976,Driver,Vehicle issue,2024-01-29T07:50:12,0
1066,8441,586,845,Passenger,No show,2024-11-24T05:20:25,8.21
1067,8455,770,507,Passenger,Changed mind,2024-10-03T14:13:27,0
1068,8460,835,1073,Passenger,Changed mind,2024-10-29T10:30:51,16.35
1069,8471,1485,712,Driver,Vehicle issue,2024-07-12T07:56:10,0
1070,8475,1488,470,Driver,No show,2024-09-02T16:06:02,0
1071,8477,1285,976,Passenger,Changed mind,2024-01-04T15:51:16,0
1072,8483,1433,1359,Passenger,No show,2024-08-19T23:31:12,0
1073,8486,1040,957,Accident,Accident,2024-10-06T10:59:31,0
1074,8500,308,1284,Driver,Changed mind,2024-12-29T00:31:47,0
1075,8502,886,667,Driver,Driver too far,2024-08-15T18:48:34,0
1076,8512,394,1224,Driver,No show,2024-06-16T08:22:45,5.52
1077,8513,432,712,Driver,Changed mind,2024-12-22T02:39:48,0
1078,8525,1017,976,Driver,No show,2024-11-12T09:06:17,0
1079,8531,707,269,Passenger,Changed mind,2024-03-24T10:57:27,0
1080,8538,205,1073,Driver,No show,2024-12-01T08:50:03,0
1081,8542,1138,1429,Passenger,Vehicle issue,2024-11-04T12:20:36,9.48
1082,8545,864,936,Driver,Changed mind,2024-06-02T12:15:50,0
1083,8546,1100,1,Accident,Accident,2024-11-17T16:14:14,0
1084,8559,1077,72,Passenger,Driver too far,2024-02-18T06:00:44,0
1085,8569,79,1094,Driver,Driver too far,2024-10-05T18:12:51,0
1086,8571,901,1284,Passenger,No show,2024-03-01T02:58:52,0
1087,8577,157,712,Passenger,Driver too far,2024-02-07T00:16:12,0
1088,8590,313,466,Driver,No show,2024-05-05T14:43:19,0
1089,8596,344,936,Accident,Accident,2024-09-07T21:07:33,0
1090,8600,119,259,Driver,Driver too far,2024-09-17T05:40:56,0
1091,8610,617,507,Driver,Vehicle issue,2024-03-29T15:03:06,0
1092,8635,63,1094,Driver,Driver too far,2024-11-12T05:57:57,0
1093,8636,1145,1342,Accident,Accident,2024-08-26T06:15:35,0
1094,8652,1443,1,Driver,Changed mind,2024-07-19T03:36:01,0
1095,8654,285,1105,Driver,No show,2024-03-20T13:18:05,0
1096,8666,854,631,Driver,No show,2024-07-29T12:53:56,0
1097,8681,763,507,Driver,Vehicle issue,2024-08-28T18:13:21,0
1098,8688,708,1224,Driver,No show,2024-03-03T09:17:23,0
1099,8689,827,905,Passenger,Driver too far,2024-01-26T17:16:28,8.35
1100,8694,1296,976,Driver,No show,2024-05-30T12:17:49,0
1101,8712,795,1429,Driver,Vehicle issue,2024-08-03T15:17:49,13.28
1102,8718,950,1211,Passenger,Vehicle issue,2024-06-01T10:56:30,0
1103,8721,1474,507,Passenger,Changed mind,2024-12-14T13:41:54,10.75
1104,8727,479,1429,Driver,Changed mind,2024-01-15T23:47:31,0
1105,8729,203,184,Driver,Vehicle issue,2024-08-13T07:09:34,32.69
1106,8745,657,845,Driver,Changed mind,2024-10-02T11:47:09,0
1107,8754,105,712,Accident,Accident,2024-02-25T23:04:45,0
1108,8758,401,269,Driver,Vehicle issue,2024-01-23T22:07:30,0
1109,8773,341,750,Driver,Driver too far,2024-02-08T23:23:42,0
1110,8774,585,558,Passenger,Driver too far,2024-06-14T14:00:35,0
1111,8780,1332,631,Driver,Driver too far,2024-04-13T11:39:11,18.42
1112,8798,561,1342,Driver,Vehicle issue,2024-03-27T00:34:27,0
1113,8800,754,976,Passenger,Changed mind,2024-05-24T16:29:40,0
1114,8848,703,845,Driver,Vehicle issue,2024-05-08T21:04:16,0
1115,8850,743,1359,Driver,No show,2024-11-03T03:43:13,0
1116,8851,818,891,Driver,Vehicle issue,2024-12-31T07:40:07,0
1117,8857,370,466,Driver,No show,2024-01-12T14:32:58,38.76
1118,8899,352,363,Accident,Accident,2024-04-29T16:42:27,0
1119,8911,639,905,Driver,No show,2024-05-09T15:29:40,17.15
1120,8917,13,173,Driver,No show,2024-12-26T14:03:21,4.65
1121,8920,143,1224,Passenger,Vehicle issue,2024-09-15T18:57:21,6.31
1122,8936,1148,905,Driver,Changed mind,2024-02-10T05:00:59,0
1123,8943,1362,1359,Driver,No show,2024-12-08T13:50:13,0
1124,8955,121,507,Driver,Changed mind,2024-08-17T04:10:40,2.95
1125,8958,623,1,Driver,Driver too far,2024-03-30T05:57:02,0
1126,8960,242,1211,Driver,No show,2024-01-08T01:51:42,0
1127,8964,552,976,Accident,Accident,2024-10-04T21:11:54,0
1128,8988,545,470,Driver,Driver too far,2024-06-22T05:27:48,0
1129,8989,1016,845,Driver,Changed mind,2024-03-28T18:40:11,0
1130,8990,988,72,Driver,No show,2024-03-15T08:06:12,0
1131,8998,1442,1124,Driver,Driver too far,2024-03-25T14:10:34,22.67
1132,9007,157,507,Passenger,No show,2024-08-03T16:57:11,0
1133,9018,499,1,Driver,No show,2024-03-22T17:16:39,0
1134,9050,1063,363,Passenger,Vehicle issue,2024-08-31T17:05:28,13.04
1135,9065,1062,507,Driver,Changed mind,2024-03-19T20:28:41,5.16
1136,9067,1253,1284,Driver,No show,2024-06-20T19:32:43,0
1137,9068,343,936,Driver,No show,2024-07-17T22:28:06,0
1138,9070,1063,1224,Driver,Driver too far,2024-07-15T08:16:08,0
1139,9072,446,957,Passenger,Driver too far,2024-03-26T00:39:34,0
1140,9073,1336,908,Driver,Driver too far,2024-12-24T06:49:09,0
1141,9076,230,173,Driver,No show,2024-01-08T07:54:25,0
1142,9078,802,1342,Driver,No show,2024-02-15T03:54:50,0
1143,9091,786,173,Passenger,Driver too far,2024-08-11T00:20:42,0
1144,9103,1384,631,Passenger,No show,2024-05-23T07:33:01,22.28
1145,9113,1358,750,Driver,Driver too far,2024-02-21T22:02:30,2.94
1146,9118,1004,59,Driver,Vehicle issue,2024-06-18T12:47:06,53.6
1147,9122,613,1224,Driver,No show,2024-11-30T17:04:37,11.93
1148,9123,1398,1094,Driver,Driver too far,2024-11-24T21:41:09,0
1149,9137,605,1284,Driver,Changed mind,2024-04-21T01:36:15,0
1150,9140,916,363,Passenger,No show,2024-02-01T13:08:47,0
1151,9152,594,1094,Accident,Accident,2024-12-17T11:43:41,4.1
1152,9169,854,59,Driver,Changed mind,2024-06-07T21:54:35,0
1153,9175,549,470,Driver,Vehicle issue,2024-03-23T13:09:26,0
1154,9177,1161,269,Driver,No show,2024-03-31T19:48:13,0
1155,9178,1375,1342,Driver,Driver too far,2024-02-04T10:58:02,0
1156,9184,529,1094,Driver,No show,2024-02-05T03:39:19,6.46
1157,9187,484,1108,Driver,No show,2024-10-14T15:01:54,0
1158,9194,190,259,Passenger,Driver too far,2024-08-09T06:33:55,0
1159,9200,752,845,Passenger,No show,2024-12-19T14:47:05,0
1160,9215,1102,1105,Driver,Driver too far,2024-08-14T01:32:34,0
1161,9217,1410,845,Driver,Changed mind,2024-11-20T19:12:01,0
1162,9223,875,507,Passenger,Vehicle issue,2024-02-26T21:35:35,0
1163,9227,467,470,Passenger,No show,2024-11-25T19:16:33,6.18
1164,9231,904,1342,Passenger,Vehicle issue,2024-08-09T17:11:41,0
1165,9253,295,173,Driver,No show,2024-03-03T15:38:39,5.55
1166,9255,399,1073,Driver,Vehicle issue,2024-08-13T12:35:01,0
1167,9263,209,558,Driver,Changed mind,2024-02-23T08:37:12,0
1168,9266,848,1105,Driver,No show,2024-12-30T10:34:42,0
1169,9271,570,845,Driver,Vehicle issue,2024-07-22T16:06:21,0
1170,9286,795,1,Driver,No show,2024-03-21T10:34:06,0
1171,9295,991,1108,Accident,Accident,2024-11-29T21:08:16,0
1172,9296,459,466,Driver,Changed mind,2024-06-18T05:22:41,9.81
1173,9299,1291,507,Driver,Driver too far,2024-03-08T20:10:29,0
1174,9300,1212,363,Driver,No show,2024-03-09T19:50:22,6.06
1175,9307,464,1073,Driver,Driver too far,2024-07-16T12:22:06,0
1176,9332,487,1342,Passenger,Changed mind,2024-11-24T14:44:04,0
1177,9335,538,667,Driver,Changed mind,2024-07-06T06:31:27,4.25
1178,9336,704,1,Passenger,Vehicle issue,2024-04-03T21:18:35,0
1179,9347,1113,184,Driver,Changed mind,2024-11-15T01:57:21,0
1180,9348,109,173,Driver,Vehicle issue,2024-06-20T15:44:40,0
1181,9349,402,363,Driver,No show,2024-08-18T12:27:35,0
1182,9358,228,184,Driver,Changed mind,2024-01-18T23:00:46,0
1183,9376,38,891,Driver,Vehicle issue,2024-06-20T12:08:10,0
1184,9379,451,1284,Driver,Changed mind,2024-05-23T04:10:45,0
1185,9388,1334,905,Passenger,Changed mind,2024-09-08T21:49:51,0
1186,9394,767,936,Passenger,No show,2024-01-15T12:26:32,0
1187,9398,1210,1094,Passenger,Vehicle issue,2024-02-05T14:13:36,0
1188,9419,644,1284,Driver,Changed mind,2024-11-13T23:46:06,0
1189,9421,1178,363,Driver,No show,2024-03-12T17:18:21,0
1190,9424,675,1303,Passenger,Changed mind,2024-03-05T15:57:37,0
1191,9429,1297,631,Driver,No show,2024-05-04T22:03:51,26
