RideID,PassengerUserID,DriverUserID,DriverID,VehicleID,VehicleType,PickupDistrict,PickupStreet,DropoffDistrict,DropoffStreet,RequestedTime,StartTime,EndTime,DurationMin,DistanceKM,RawFare_BDT,DiscountPercent,DiscountAmount_BDT,FinalFare_BDT,CancellationFee_BDT,Commission_BDT,DriverEarning_BDT,PaymentMethod,PaymentStatus,RideStatus
10165,185,712,41,41,Bike,Gazipur,Duke Highway 226,Gazipur,Graham Lane 615,2024-07-27T01:06:03.362251,2024-07-27T01:11:29,2024-07-27T01:33:29,22,5.84,105.4,0,0,105.4,0,26.35,79.05,Cash,Paid,Completed
10166,458,976,19,19,Bike,Dhaka,Marshall Station Rd 206,Dhaka,Huber Street 114,2024-05-26T04:47:59.684712,2024-05-26T04:50:59,2024-05-26T04:56:59,6,1.93,50.3,0,0,50.3,0,12.57,37.73,Cash,Paid,Completed
10167,1354,470,5,5,Car Lite,Chattogram,Costa Lane 13,Chattogram,Schultz Road 687,2024-12-12T11:10:00.060506,2024-12-12T11:18:06,2024-12-12T11:39:06,21,11.39,319.8,0,0,319.8,0,79.95,239.85,Cash,Paid,Completed
10168,1206,1224,30,30,Bike,Dhaka,Parker Lane 193,Dhaka,Rich Street 860,2024-05-29T11:48:21.019737,2024-05-29T11:54:07,2024-05-29T12:07:07,13,4.1,79,0,0,79,0,19.75,59.25,Cash,Paid,Completed
10169,279,957,20,20,Bike,Dhaka,Mendez Lane 54,Dhaka,Evans Avenue 615,2024-09-29T15:42:03.858455,2024-09-29T15:46:59,2024-09-29T15:47:59,1,0.3,29,0,0,29,0,7.25,21.75,Cash,Paid,Completed
10170,1425,1073,36,36,Bike,Dhaka,Marshall Road 299,Dhaka,Smith Station Rd 99,2024-02-12T01:09:32.394534,2024-02-12T01:16:41,2024-02-12T01:23:41,7,2.13,53.3,0,0,53.3,0,13.32,39.98,Cash,Paid,Completed
10171,80,1108,21,21,Bike,Chattogram,Alexander Access Rd 770,Chattogram,Mccarty Street 863,2024-10-07T02:47:48.780377,2024-10-07T02:52:37,2024-10-07T03:00:37,8,2.95,62.5,0,0,62.5,0,15.62,46.88,Cash,Paid,Completed
10172,1334,1094,39,39,Bike,Chattogram,Myers Road 689,Chattogram,Ruiz Station Rd 412,2024-09-13T04:16:56.511457,2024-09-13T04:24:52,2024-09-13T04:36:52,12,4.19,78.9,0,0,78.9,0,19.73,59.17,Cash,Paid,Completed
10173,1216,976,19,19,Bike,Sylhet,Mata Street 82,Sylhet,Frazier Bazar 751,2024-08-15T08:05:48.054497,2024-08-15T08:14:00,2024-08-15T08:15:00,1,0.35,29.5,0.237,7,22.5,0,5.62,16.88,Card,Paid,Completed
10174,467,184,45,45,Bike,Dhaka,Davis Street 37,Dhaka,Manning Street 660,2024-08-05T17:00:28.767721,2024-08-05T17:08:39,2024-08-05T17:09:39,1,0.33,29.3,0,0,29.3,0,7.33,21.97,Pathao Pay,Paid,Completed
10175,1319,259,10,10,Bike,Dhaka,Figueroa Road 528,Dhaka,Mendoza Lane 774,2024-07-25T15:01:07.685404,2024-07-25T15:09:09,2024-07-25T15:10:09,1,0.32,29.2,0,0,29.2,0,7.3,21.9,Cash,Paid,Completed
10176,1253,507,6,6,Bike,Gazipur,Young Street 716,Gazipur,Simmons Station Rd 881,2024-09-09T14:59:46.518160,2024-09-09T15:07:53,2024-09-09T15:53:53,46,16.36,234.6,0,0,234.6,0,58.65,175.95,Cash,Paid,Completed
10177,1314,631,47,47,Car Lite,Chattogram,Williams Street 764,Chattogram,Crawford Station Rd 266,2024-06-20T23:55:28.187841,2024-06-21T00:02:17,2024-06-21T00:03:17,1,0.41,60.2,0.083,5,55.2,0,13.8,41.4,Pathao Pay,Paid,Completed
10178,733,558,22,22,Bike,Chattogram,Kennedy Avenue 314,Chattogram,Wood Street 1,2024-12-09T06:52:36.135516,2024-12-09T06:59:18,2024-12-09T07:00:18,1,0.32,29.2,0,0,29.2,0,7.3,21.9,Pathao Pay,Paid,Completed
10179,1144,976,19,19,Bike,Gazipur,Wise Highway 472,Gazipur,Irwin Road 694,2024-06-14T23:42:46.328353,2024-06-14T23:50:43,2024-06-14T23:57:43,7,2.55,57.5,0.211,12.11,45.39,0,11.35,34.04,Pathao Pay,Paid,Completed
10180,141,470,5,5,Car Lite,Dhaka,Adkins Access Rd 207,Dhaka,Day Street 131,2024-04-13T05:52:38.500347,2024-04-13T05:59:41,2024-04-13T06:20:41,21,11.38,319.6,0.257,82.05,237.55,0,59.39,178.16,Pathao Pay,Paid,Completed
10181,1485,1303,33,33,Bike,Dhaka,Mccoy Road 236,Dhaka,Knight Station Rd 563,2024-01-06T17:11:16.877760,2024-01-06T17:16:30,2024-01-06T17:17:30,1,0.37,29.7,0,0,29.7,0,7.42,22.28,Cash,Paid,Completed
10182,1140,470,5,5,Car Lite,Sylhet,Schmidt Highway 316,Sylhet,Hicks Road 14,2024-02-04T11:15:08.142778,2024-02-04T11:25:06,2024-02-04T11:32:06,7,3.08,125.6,0,0,125.6,0,31.4,94.2,Pathao Pay,Paid,Completed
10183,951,1224,30,30,Bike,Dhaka,Wells Road 853,Dhaka,Schultz Highway 376,2024-02-26T12:43:44.828742,2024-02-26T12:51:13,2024-02-26T12:55:13,4,1.48,43.8,0,0,43.8,0,10.95,32.85,Cash,Paid,Completed
10184,64,1303,33,33,Bike,Dhaka,Koch Station Rd 477,Dhaka,Gibson Bazar 600,2024-09-04T18:40:10.837484,2024-09-04T18:48:52,,17,7.09,112.9,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
10185,675,1094,39,39,Bike,Chattogram,Johnson Road 607,Chattogram,Williams Lane 122,2024-02-18T03:49:08.701586,2024-02-18T03:56:37,,3,1.03,38.3,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
10186,1397,1108,21,21,Bike,Dhaka,Juarez Highway 651,Dhaka,Price Avenue 518,2024-07-18T23:38:15.924386,2024-07-18T23:43:28,2024-07-18T23:45:28,2,0.66,33.6,0.125,4.19,29.41,0,7.35,22.06,Cash,Paid,Completed
10187,1037,1211,29,29,Bike,Dhaka,Roberts Highway 219,Dhaka,Morris Lane 73,2024-05-09T11:47:05.849355,2024-05-09T11:54:29,2024-05-09T12:14:29,20,6.29,107.9,0,0,107.9,0,26.98,80.92,Card,Paid,Completed
10188,668,1094,39,39,Bike,Chattogram,Smith Highway 238,Chattogram,Cordova Access Rd 485,2024-04-25T09:22:35.318673,2024-04-25T09:31:23,2024-04-25T09:37:23,6,1.83,49.3,0.164,8.08,41.22,0,10.3,30.92,Pathao Pay,Paid,Completed
10189,1325,1359,16,16,Bike,Dhaka,Frey Highway 333,Dhaka,Davis Street 809,2024-08-13T13:42:26.538602,2024-08-13T13:51:25,2024-08-13T13:52:25,1,0.35,29.5,0,0,29.5,0,7.38,22.12,Cash,Paid,Completed
10190,427,845,49,49,Bike,Dhaka,Smith Road 592,Dhaka,Wilson Station Rd 786,2024-04-08T23:03:31.552537,2024-04-08T23:09:12,2024-04-08T23:10:12,1,0.31,29.1,0,0,29.1,0,7.28,21.82,Cash,Paid,Completed
10191,35,184,45,45,Bike,Dhaka,Trevino Highway 318,Dhaka,Torres Avenue 890,2024-12-06T21:08:31.900368,2024-12-06T21:14:49,2024-12-06T21:27:49,13,3.71,75.1,0,0,75.1,0,18.77,56.33,Cash,Paid,Completed
10192,542,712,41,41,Bike,Dhaka,Lucero Station Rd 829,Dhaka,Wright Lane 427,2024-12-20T22:28:29.979533,2024-12-20T22:35:21,2024-12-20T22:38:21,3,0.78,35.8,0,0,35.8,0,8.95,26.85,Cash,Paid,Completed
10193,1459,712,41,41,Bike,Dhaka,Stevens Lane 257,Dhaka,Moran Highway 308,2024-10-03T03:51:23.042400,2024-10-03T03:57:23,2024-10-03T03:58:23,1,0.37,29.7,0,0,29.7,0,7.42,22.28,Cash,Paid,Completed
10194,1377,173,1,1,Bike,Sylhet,Suarez Bazar 7,Sylhet,Haynes Lane 778,2024-02-17T04:56:14.887253,2024-02-17T05:02:08,2024-02-17T05:07:08,5,1.56,45.6,0.202,9.21,36.39,0,9.1,27.29,Cash,Paid,Completed
10195,888,712,41,41,Bike,Gazipur,Mclaughlin Access Rd 786,Gazipur,Levine Avenue 640,2024-02-29T13:58:11.787235,2024-02-29T14:02:57,2024-02-29T14:09:57,7,2.39,55.9,0.205,11.48,44.42,0,11.11,33.31,Cash,Paid,Completed
10196,1136,1211,29,29,Bike,Dhaka,Mitchell Lane 583,Dhaka,Bishop Avenue 120,2024-08-04T10:06:55.393375,2024-08-04T10:15:51,2024-08-04T10:30:51,15,4.78,87.8,0,0,87.8,0,21.95,65.85,Cash,Paid,Completed
10197,648,507,6,6,Bike,Dhaka,Wong Highway 100,Dhaka,Brooks Bazar 233,2024-04-10T08:39:55.583691,2024-04-10T08:46:09,2024-04-10T08:47:09,1,0.31,29.1,0.232,6.75,22.35,0,5.59,16.76,Pathao Pay,Paid,Completed
10198,925,1,54,54,Car Lite,Chattogram,Hayes Avenue 571,Chattogram,Holt Avenue 342,2024-04-19T15:41:55.477536,2024-04-19T15:49:55,,1,0.5,62,0,0,6.2,6.2,1.55,4.65,CancellationCharge,CancellationCharge,CancelledByPassenger
10199,63,667,18,18,Bike,Dhaka,Lucero Station Rd 829,Dhaka,Hart Station Rd 68,2024-04-10T08:19:46.065550,2024-04-10T08:27:25,2024-04-10T08:35:25,8,2.51,58.1,0,0,58.1,0,14.53,43.57,Cash,Paid,Completed
10200,886,845,49,49,Bike,Dhaka,Rogers Lane 319,Dhaka,Harris Street 260,2024-03-01T19:09:33.235807,2024-03-01T19:16:31,,8,2.88,61.8,0.293,18.13,0,0,0,0,N/A,NoCharge,CancelledByDriver
10201,1449,59,14,14,Car Lite,Dhaka,Williams Road 783,Dhaka,Roth Lane 760,2024-02-13T14:46:17.911684,2024-02-13T14:53:05,2024-02-13T14:57:05,4,2.05,99,0.293,29.02,69.98,0,17.5,52.48,Cash,Paid,Completed
10202,1165,631,47,47,Car Lite,Dhaka,Williams Highway 181,Dhaka,Bowman Road 684,2024-05-12T20:48:22.088143,2024-05-12T20:57:13,2024-05-12T21:20:13,23,10.59,307.8,0,0,307.8,0,76.95,230.85,Card,Paid,Completed
10203,983,908,8,8,Bike,Sylhet,Price Bazar 385,Sylhet,Reilly Street 13,2024-09-05T10:28:39.097940,2024-09-05T10:35:11,2024-09-05T10:56:11,21,7.76,123.6,0,0,123.6,0,30.9,92.7,Cash,Paid,Completed
10204,1477,750,48,48,Bike,Dhaka,Austin Road 535,Dhaka,Mcguire Highway 612,2024-01-31T00:41:19.407454,2024-01-31T00:47:09,2024-01-31T01:01:09,14,5.11,90.1,0,0,90.1,0,22.52,67.58,Cash,Paid,Completed
10205,567,1429,26,26,Car Lite,Chattogram,Rivera Access Rd 114,Chattogram,Erickson Road 847,2024-03-05T05:45:45.362479,2024-03-05T05:54:01,2024-03-05T06:41:01,47,22.7,598,0,0,598,0,149.5,448.5,Pathao Pay,Paid,Completed
10206,284,712,41,41,Bike,Chattogram,Smith Lane 507,Chattogram,Hurley Station Rd 242,2024-08-30T06:32:37.868764,2024-08-30T06:37:56,2024-08-30T06:47:56,10,3.33,68.3,0,0,68.3,0,17.07,51.23,Cash,Paid,Completed
10207,1260,558,22,22,Bike,Dhaka,Ramos Station Rd 506,Dhaka,Stokes Bazar 463,2024-12-02T05:04:20.425989,2024-12-02T05:09:33,2024-12-02T05:17:33,8,2.57,58.7,0,0,58.7,0,14.68,44.02,Cash,Paid,Completed
10208,764,976,19,19,Bike,Dhaka,Avila Highway 232,Dhaka,Coleman Bazar 370,2024-12-18T19:55:42.687383,2024-12-18T20:00:44,2024-12-18T20:10:44,10,3.67,71.7,0,0,71.7,0,17.93,53.77,Cash,Paid,Completed
10209,995,750,48,48,Bike,Dhaka,Mccarty Bazar 581,Dhaka,Martinez Avenue 766,2024-12-19T23:25:44.732785,2024-12-19T23:29:57,2024-12-20T00:06:57,37,11.7,179,0.121,21.57,157.43,0,39.36,118.07,Pathao Pay,Paid,Completed
10210,1136,1359,16,16,Bike,Dhaka,Aguirre Bazar 506,Dhaka,Pierce Bazar 379,2024-05-12T17:17:16.495628,2024-05-12T17:23:56,,2,0.71,34.1,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
10211,1340,507,6,6,Bike,Chattogram,Martinez Avenue 558,Chattogram,Miller Avenue 520,2024-04-19T02:26:02.415840,2024-04-19T02:31:55,2024-04-19T02:45:55,14,4.43,83.3,0,0,83.3,0,20.82,62.48,Cash,Paid,Completed
10212,180,1284,9,9,Bike,Chattogram,Griffith Bazar 789,Chattogram,Gordon Highway 372,2024-03-18T15:54:54.780992,2024-03-18T15:59:39,2024-03-18T16:16:39,17,4.95,91.5,0.076,6.98,84.52,0,21.13,63.39,Card,Paid,Completed
10213,380,269,11,11,Car Plus,Gazipur,Reed Access Rd 620,Gazipur,Roberts Lane 321,2024-06-20T18:06:34.601289,2024-06-20T18:13:48,2024-06-20T18:38:48,25,17.25,667.5,0.135,90.1,577.4,0,144.35,433.05,Cash,Paid,Completed
10214,1154,1105,27,27,Bike,Dhaka,Shelton Street 518,Dhaka,Mills Lane 298,2024-01-26T11:50:34.163635,2024-01-26T11:56:13,2024-01-26T11:59:13,3,0.99,37.9,0,0,37.9,0,9.47,28.43,Pathao Pay,Paid,Completed
10215,202,750,48,48,Bike,Dhaka,Simpson Avenue 153,Dhaka,Lara Road 797,2024-12-08T09:50:05.301495,2024-12-08T09:56:24,,16,5.47,95.7,0.202,19.35,9.57,9.57,2.39,7.18,CancellationCharge,CancellationCharge,CancelledByDriver
10216,227,1303,33,33,Bike,Dhaka,Durham Bazar 151,Dhaka,Garrison Street 162,2024-11-17T17:24:15.860663,2024-11-17T17:31:35,2024-11-17T17:35:35,4,1.45,43.5,0.26,11.32,32.18,0,8.04,24.14,Cash,Paid,Completed
10217,584,891,35,35,Bike,Chattogram,Green Lane 804,Chattogram,Wise Access Rd 134,2024-07-05T21:51:58.542021,2024-07-05T21:58:31,2024-07-05T22:03:31,5,1.67,46.7,0,0,46.7,0,11.68,35.02,Cash,Paid,Completed
10218,554,908,8,8,Bike,Dhaka,Park Access Rd 747,Dhaka,Griffin Highway 708,2024-03-19T04:26:33.082280,2024-03-19T04:32:09,2024-03-19T04:34:09,2,0.62,33.2,0.241,8,25.2,0,6.3,18.9,Pathao Pay,Paid,Completed
10219,203,1124,23,23,Bike,Chattogram,Hunter Lane 646,Chattogram,Smith Lane 172,2024-09-25T07:27:46.289735,2024-09-25T07:35:13,2024-09-25T07:49:13,14,4.39,82.9,0,0,82.9,0,20.73,62.17,Cash,Paid,Completed
10220,417,1342,2,2,Car Lite,Chattogram,Krause Bazar 104,Chattogram,Knight Highway 57,2024-09-15T14:23:01.323048,2024-09-15T14:31:10,2024-09-15T14:41:10,10,4.85,167,0,0,167,0,41.75,125.25,Card,Paid,Completed
10221,469,259,10,10,Bike,Chattogram,Pierce Access Rd 848,Chattogram,James Lane 586,2024-11-18T01:49:56.923516,2024-11-18T01:57:40,2024-11-18T02:07:40,10,3.46,69.6,0,0,69.6,0,17.4,52.2,Pathao Pay,Paid,Completed
10222,372,1429,26,26,Car Lite,Chattogram,White Road 811,Chattogram,Ruiz Avenue 456,2024-10-18T13:01:54.603200,2024-10-18T13:07:22,2024-10-18T13:26:22,19,10.16,291.2,0.125,36.47,254.73,0,63.68,191.05,Cash,Paid,Completed
10223,736,712,41,41,Bike,Chattogram,Durham Highway 479,Chattogram,Edwards Bazar 697,2024-01-25T08:52:43.171091,2024-01-25T09:00:52,2024-01-25T09:01:52,1,0.32,29.2,0,0,29.2,0,7.3,21.9,Cash,Paid,Completed
10224,212,1303,33,33,Bike,Sylhet,Williams Avenue 279,Sylhet,Smith Street 264,2024-12-07T20:41:23.825513,2024-12-07T20:47:13,2024-12-07T20:58:13,11,4.11,77.1,0,0,77.1,0,19.27,57.83,Pathao Pay,Paid,Completed
10225,1227,908,8,8,Bike,Sylhet,Schmidt Highway 316,Sylhet,Duncan Street 210,2024-10-23T13:51:50.648282,2024-10-23T13:59:29,2024-10-23T14:06:29,7,2.31,55.1,0.2,11.02,44.08,0,11.02,33.06,Cash,Paid,Completed
10226,284,1284,9,9,Bike,Dhaka,Barker Bazar 893,Dhaka,Berry Avenue 446,2024-06-19T10:47:58.760523,2024-06-19T10:53:34,2024-06-19T11:12:34,19,6.21,106.1,0,0,106.1,0,26.52,79.58,Cash,Paid,Completed
10227,101,908,8,8,Bike,Dhaka,Harrison Access Rd 331,Dhaka,Faulkner Lane 702,2024-09-05T14:40:37.486598,2024-09-05T14:46:04,2024-09-05T15:21:04,35,12.61,186.1,0,0,186.1,0,46.52,139.58,Cash,Paid,Completed
10228,345,72,15,15,Bike,Dhaka,Thompson Station Rd 465,Dhaka,Douglas Street 4,2024-12-09T02:28:31.834902,2024-12-09T02:34:58,2024-12-09T02:36:58,2,0.56,32.6,0.279,9.1,23.5,0,5.88,17.62,Card,Paid,Completed
10229,594,363,28,28,Car Lite,Dhaka,Logan Street 519,Dhaka,Walsh Highway 811,2024-02-23T05:10:53.349119,2024-02-23T05:15:16,,27,13.24,368.8,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
10230,1077,631,47,47,Car Lite,Dhaka,Montoya Station Rd 619,Dhaka,Gregory Access Rd 414,2024-02-20T09:55:39.044860,2024-02-20T10:01:13,2024-02-20T10:06:13,5,2.33,106.6,0,0,106.6,0,26.65,79.95,Pathao Pay,Paid,Completed
10231,463,1224,30,30,Bike,Dhaka,Martin Road 352,Dhaka,Strickland Station Rd 475,2024-08-07T10:35:37.859910,2024-08-07T10:45:05,,3,1.01,38.1,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
10232,17,976,19,19,Bike,Dhaka,Young Street 516,Dhaka,Allison Street 734,2024-04-24T19:22:23.141356,2024-04-24T19:27:57,2024-04-24T19:29:57,2,0.74,34.4,0,0,34.4,0,8.6,25.8,Cash,Paid,Completed
10233,1370,667,18,18,Bike,Sylhet,Webster Street 276,Sylhet,Zimmerman Station Rd 31,2024-11-16T04:04:30.837469,2024-11-16T04:11:49,2024-11-16T04:24:49,13,4.3,81,0,0,81,0,20.25,60.75,Cash,Paid,Completed
10234,613,1073,36,36,Bike,Chattogram,Moore Station Rd 832,Chattogram,Butler Station Rd 236,2024-06-09T05:40:40.689199,2024-06-09T05:50:10,2024-06-09T05:52:10,2,0.6,33,0,0,33,0,8.25,24.75,Cash,Paid,Completed
10235,40,908,8,8,Bike,Dhaka,Carrillo Street 735,Dhaka,Porter Access Rd 298,2024-02-02T18:20:33.061918,2024-02-02T18:27:02,2024-02-02T18:36:02,9,3.48,68.8,0,0,68.8,0,17.2,51.6,Cash,Paid,Completed
10236,1020,845,49,49,Bike,Sylhet,Garrett Access Rd 438,Sylhet,Rivers Street 195,2024-02-23T00:46:31.820588,2024-02-23T00:55:16,2024-02-23T00:59:16,4,1.44,43.4,0,0,43.4,0,10.85,32.55,Cash,Paid,Completed
10237,502,1359,16,16,Bike,Chattogram,Martin Lane 405,Chattogram,Miller Bazar 860,2024-07-05T21:06:06.573801,2024-07-05T21:11:36,2024-07-05T21:14:36,3,1,38,0,0,38,0,9.5,28.5,Cash,Paid,Completed
10238,94,1094,39,39,Bike,Chattogram,Thomas Station Rd 699,Chattogram,Haynes Station Rd 350,2024-04-07T05:43:23.442178,2024-04-07T05:50:30,2024-04-07T05:54:30,4,1.23,41.3,0,0,41.3,0,10.32,30.98,Pathao Pay,Paid,Completed
10239,1027,173,1,1,Bike,Dhaka,Howell Lane 701,Dhaka,Ray Road 776,2024-12-09T15:34:59.424589,2024-12-09T15:40:33,2024-12-09T15:52:33,12,3.62,73.2,0.198,14.47,58.73,0,14.68,44.05,Cash,Paid,Completed
10240,770,957,20,20,Bike,Dhaka,Hernandez Street 382,Dhaka,Gonzalez Access Rd 188,2024-05-19T20:28:07.200429,2024-05-19T20:35:43,2024-05-19T20:37:43,2,0.51,32.1,0.161,5.16,26.94,0,6.74,20.2,Pathao Pay,Paid,Completed
10241,299,891,35,35,Bike,Dhaka,Williams Highway 646,Dhaka,Wallace Street 166,2024-09-27T21:48:23.204233,2024-09-27T21:53:06,2024-09-27T22:11:06,18,7.12,114.2,0,0,114.2,0,28.55,85.65,Cash,Paid,Completed
10242,494,1108,21,21,Bike,Gazipur,Walsh Street 457,Gazipur,Castaneda Station Rd 245,2024-12-17T17:00:19.843578,2024-12-17T17:05:06,,2,0.67,33.7,0.196,6.6,0,0,0,0,N/A,NoCharge,CancelledByDriver
10243,85,470,5,5,Car Lite,Gazipur,Romero Avenue 623,Gazipur,Davis Avenue 134,2024-01-02T19:49:57.619876,2024-01-02T19:57:13,2024-01-02T20:01:13,4,2.02,98.4,0,0,98.4,0,24.6,73.8,Cash,Paid,Completed
10244,52,1211,29,29,Bike,Dhaka,Lewis Lane 322,Dhaka,Humphrey Access Rd 205,2024-11-26T04:31:51.790696,2024-11-26T04:38:25,2024-11-26T04:39:25,1,0.34,29.4,0,0,29.4,0,7.35,22.05,Card,Paid,Completed
10245,1082,936,31,31,Car Lite,Dhaka,Anderson Lane 393,Dhaka,Baker Avenue 434,2024-01-10T08:55:17.556510,2024-01-10T09:01:18,2024-01-10T09:08:18,7,3.84,140.8,0,0,140.8,0,35.2,105.6,Cash,Paid,Completed
10246,367,1108,21,21,Bike,Dhaka,Travis Road 6,Dhaka,Pierce Road 852,2024-02-21T21:08:43.296490,2024-02-21T21:16:46,,5,1.97,49.7,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
10247,640,1073,36,36,Bike,Dhaka,Wagner Road 466,Dhaka,Clark Station Rd 847,2024-10-27T10:55:34.943326,2024-10-27T11:01:39,2024-10-27T11:20:39,19,6.29,106.9,0,0,106.9,0,26.73,80.17,Cash,Paid,Completed
10248,380,173,1,1,Bike,Gazipur,Brown Lane 674,Gazipur,Evans Bazar 455,2024-09-13T09:49:26.590481,2024-09-13T09:54:22,2024-09-13T10:01:22,7,2.34,55.4,0.113,6.25,49.15,0,12.29,36.86,Cash,Paid,Completed
10249,398,845,49,49,Bike,Sylhet,Romero Street 199,Sylhet,Bradford Street 836,2024-09-22T14:54:04.968292,2024-09-22T15:01:02,2024-09-22T15:23:02,22,7.51,122.1,0,0,122.1,0,30.52,91.58,Cash,Paid,Completed
10250,249,507,6,6,Bike,Chattogram,Dixon Highway 781,Chattogram,Chung Access Rd 281,2024-09-28T23:51:37.036529,2024-09-28T23:56:01,2024-09-28T23:58:01,2,0.65,33.5,0.221,7.42,26.08,0,6.52,19.56,Cash,Paid,Completed
10251,1193,269,11,11,Car Plus,Dhaka,Edwards Station Rd 861,Dhaka,Mitchell Street 33,2024-10-29T03:05:53.969672,2024-10-29T03:13:18,2024-10-29T03:19:18,6,3.75,205.5,0,0,205.5,0,51.38,154.12,Cash,Paid,Completed
10252,1000,1429,26,26,Car Lite,Chattogram,Tate Access Rd 216,Chattogram,Michael Highway 153,2024-03-19T18:58:51.975358,2024-03-19T19:06:17,2024-03-19T19:22:17,16,7.45,231,0,0,231,0,57.75,173.25,Cash,Paid,Completed
10253,532,1284,9,9,Bike,Dhaka,Chase Bazar 745,Dhaka,Adams Access Rd 336,2024-04-27T16:33:04.561590,2024-04-27T16:40:03,2024-04-27T16:49:03,9,2.8,62,0,0,62,0,15.5,46.5,Cash,Paid,Completed
10254,375,750,48,48,Bike,Dhaka,Duncan Bazar 199,Dhaka,Schroeder Highway 112,2024-01-12T21:29:54.613805,2024-01-12T21:36:54,2024-01-12T21:40:54,4,1.39,42.9,0,0,42.9,0,10.72,32.18,Pathao Pay,Paid,Completed
10255,240,667,18,18,Bike,Dhaka,Smith Bazar 282,Dhaka,Gomez Bazar 222,2024-06-22T16:12:21.581474,2024-06-22T16:16:47,,7,2.49,56.9,0,0,0,0,0,0,N/A,NoCharge,CancelledByAccident
10256,226,908,8,8,Bike,Gazipur,Gonzalez Highway 144,Gazipur,Simmons Station Rd 881,2024-12-26T05:12:17.823685,2024-12-26T05:21:27,,9,3.45,68.5,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
10257,479,1211,29,29,Bike,Dhaka,Smith Bazar 519,Dhaka,Williams Bazar 428,2024-08-09T08:03:45.133271,2024-08-09T08:12:16,2024-08-09T08:30:16,18,5.33,96.3,0,0,96.3,0,24.07,72.23,Pathao Pay,Paid,Completed
10258,650,466,44,44,Car Plus,Dhaka,Howard Avenue 844,Dhaka,Fischer Street 268,2024-12-22T22:23:22.741366,2024-12-22T22:31:42,2024-12-22T22:34:42,3,1.85,139.5,0,0,139.5,0,34.88,104.62,Cash,Paid,Completed
10259,757,466,44,44,Car Plus,Dhaka,Rogers Street 403,Dhaka,Roberts Highway 20,2024-04-03T09:54:20.052010,2024-04-03T10:02:31,2024-04-03T10:03:31,1,0.67,98.1,0,0,98.1,0,24.52,73.58,Cash,Paid,Completed
10260,1484,631,47,47,Car Lite,Dhaka,Clark Lane 784,Dhaka,Wilson Lane 437,2024-11-16T09:33:42.795856,2024-11-16T09:39:23,2024-11-16T10:07:23,28,13.64,378.8,0,0,378.8,0,94.7,284.1,Cash,Paid,Completed
10261,147,1342,2,2,Car Lite,Dhaka,Johnson Bazar 588,Dhaka,Lam Avenue 627,2024-08-28T13:43:19.198403,2024-08-28T13:49:08,2024-08-28T14:01:08,12,6.64,206.8,0,0,206.8,0,51.7,155.1,Card,Paid,Completed
10262,1417,1124,23,23,Bike,Gazipur,Chapman Access Rd 439,Gazipur,Barrett Highway 841,2024-07-14T01:26:52.928369,2024-07-14T01:32:13,2024-07-14T02:05:13,33,11.57,173.7,0,0,173.7,0,43.42,130.28,Pathao Pay,Paid,Completed
10263,850,905,46,46,Bike,Gazipur,Johnson Road 378,Gazipur,Rose Avenue 731,2024-03-20T17:32:09.779283,2024-03-20T17:40:42,2024-03-20T17:45:42,5,1.58,45.8,0,0,45.8,0,11.45,34.35,Cash,Paid,Completed
10264,637,1429,26,26,Car Lite,Sylhet,Jackson Highway 452,Sylhet,Sosa Bazar 66,2024-04-25T14:14:31.325617,2024-04-25T14:22:32,2024-04-25T14:35:32,13,5.6,188,0,0,188,0,47,141,Pathao Pay,Paid,Completed
10265,949,1429,26,26,Car Lite,Dhaka,Holt Street 853,Dhaka,Wright Lane 427,2024-04-05T02:58:06.955039,2024-04-05T03:05:10,2024-04-05T03:07:10,2,0.93,72.6,0,0,72.6,0,18.15,54.45,Cash,Paid,Completed
10266,943,269,11,11,Car Plus,Dhaka,Fields Lane 221,Dhaka,Stewart Street 469,2024-01-09T23:56:32.302811,2024-01-10T00:05:28,2024-01-10T00:06:28,1,0.65,97.5,0.236,23,74.5,0,18.62,55.88,Card,Paid,Completed
10267,941,1429,26,26,Car Lite,Chattogram,Young Bazar 385,Chattogram,Manning Bazar 575,2024-10-29T19:44:10.134496,2024-10-29T19:50:23,2024-10-29T19:52:23,2,1.1,76,0,0,76,0,19,57,Pathao Pay,Paid,Completed
10268,739,957,20,20,Bike,Chattogram,Jones Highway 175,Chattogram,Rodriguez Access Rd 844,2024-06-24T14:17:54.591629,2024-06-24T14:22:20,2024-06-24T14:23:20,1,0.37,29.7,0,0,29.7,0,7.42,22.28,Cash,Paid,Completed
10269,212,507,6,6,Bike,Dhaka,Stevens Lane 257,Dhaka,Moyer Lane 59,2024-09-17T16:03:21.700005,2024-09-17T16:08:11,2024-09-17T16:22:11,14,4.13,80.3,0.109,8.75,71.55,0,17.89,53.66,Cash,Paid,Completed
